% Model,EXAMPLE003 - Obs Gen.mph
% Version,COMSOL 5.3.0.223
% Date,"Oct 16 2018, 16:24"
% Dimension,1
% Nodes,153
% Expressions,1
% Description,Point graph
% X,Height
0,2.2439925883660953E-16
0.20000000000000004,5.94471075850664E-5
0.4000000000000001,2.3532932913108973E-4
0.6000000000000001,4.942341622149047E-4
0.8000000000000002,8.129268880577721E-4
1,0.001177332007042721
1.2000000000000002,0.001577408344538591
1.4000000000000001,0.0020045381594459453
1.6000000000000003,0.0024515956616166386
1.8000000000000003,0.002912966498446702
2,0.0033851483348606264
2.2,0.003866734468584298
2.4000000000000004,0.004352199554513389
2.6,0.0048411618426234156
2.8000000000000003,0.0053305510814045205
3,0.00581836109960132
3.2000000000000006,0.006303975505434911
3.400000000000001,0.0067851203537959105
3.6000000000000005,0.007261143186361669
3.8000000000000007,0.007730390181598283
4,0.008193523756343914
4.2,0.008650150372016926
4.4,0.009098814631389106
4.6000000000000005,0.00954042624291519
4.800000000000001,0.00997498520659518
5,0.010400902714400029
5.2,0.010818881877509727
5.4,0.011229006570585382
5.6000000000000005,0.011631118010631464
5.800000000000001,0.012025179277181004
6,0.01241125877259798
6.2,0.012789598189544256
6.400000000000001,0.013160707797156343
6.600000000000001,0.013524235791165152
6.800000000000002,0.013880220491563509
7.000000000000001,0.014230206393310862
7.200000000000001,0.014573353746502217
7.400000000000001,0.014909662551137562
7.600000000000001,0.015241054558233585
7.800000000000002,0.015567450978420062
8,0.01588831594451684
8.200000000000001,0.01620364945652392
8.4,0.0165134515144413
8.6,0.016819977693283014
8.8,0.01712274222992027
9,0.0174210546554884
9.200000000000001,0.01771491496998741
9.4,0.018004323173417297
9.600000000000001,0.018291783557370992
9.8,0.01857675679484227
10,0.01885847628070287
0,-2.0745603966715808E-19
0.20000000000000004,5.660347978042574E-6
0.4000000000000001,6.106378710171321E-5
0.6000000000000001,1.9170239043791773E-4
0.8000000000000002,3.9154713758202375E-4
1,6.492835875534679E-4
1.2000000000000002,9.543699325323594E-4
1.4000000000000001,0.0012971754811094607
1.6000000000000003,0.0016693124208215745
1.8000000000000003,0.0020640586577648132
2,0.0024769976950098035
2.2,0.0029063688073138246
2.4000000000000004,0.003345260916066246
2.6,0.0037931827584890125
2.8000000000000003,0.0042462736218128174
3,0.004701985891125249
3.2000000000000006,0.00515953395146287
3.400000000000001,0.005616002416173188
3.6000000000000005,0.006070504237799046
3.8000000000000007,0.0065208623554964045
4,0.006967948762845728
4.2,0.00741119536782119
4.4,0.007848501233949604
4.6000000000000005,0.008281179569498424
4.800000000000001,0.008709230374467651
5,0.009130107179587102
5.2,0.009544936899487516
5.4,0.009953853964662154
5.6000000000000005,0.010356243000756373
5.800000000000001,0.010751960919976293
6,0.011141272820359985
6.2,0.011524249335320655
6.400000000000001,0.011901039588338056
6.600000000000001,0.012271540766459088
6.800000000000002,0.01263577883734429
7.000000000000001,0.012994800432734242
7.200000000000001,0.013348036493533383
7.400000000000001,0.0136954870197417
7.600000000000001,0.01403863196023311
7.800000000000002,0.014377410638968566
8,0.014711410382285881
8.200000000000001,0.015040631190185071
8.4,0.01536507306266612
8.6,0.015686525306255826
8.8,0.016004602573922295
9,0.01631875712930634
9.200000000000001,0.01662898897240796
9.4,0.016935298103227168
9.600000000000001,0.017239663621754078
9.8,0.017541659306826714
10,0.017840679323163737
0,1.4429533384232096E-24
0.20000000000000004,5.473826349586878E-10
0.4000000000000001,1.8556293898117728E-7
0.6000000000000001,2.342211757919988E-6
0.8000000000000002,1.2157740129989535E-5
1,3.6684612028981155E-5
1.2000000000000002,8.198481707698012E-5
1.4000000000000001,1.5271777893386884E-4
1.6000000000000003,2.5113039242870137E-4
1.8000000000000003,3.777046307893111E-4
2,5.311313815552539E-4
2.2,7.10838681170225E-4
2.4000000000000004,9.138130281452373E-4
2.6,0.0011391581697760972
2.8000000000000003,0.0013842569117776453
3,0.0016463730782454334
3.2000000000000006,0.0019246668317402765
3.400000000000001,0.0022156926046459674
3.6000000000000005,0.0025179624058330563
3.8000000000000007,0.002828431217201308
4,0.0031483186813909677
4.2,0.0034765952493476778
4.4,0.0038094534091527893
4.6000000000000005,0.004149273078616202
4.800000000000001,0.004496054257737916
5,0.004844373277342161
5.2,0.00519663032824137
5.4,0.005553111731001497
5.6000000000000005,0.005911484638883694
5.800000000000001,0.006271206614766899
6,0.0066332826291847415
6.2,0.006997000067348636
6.400000000000001,0.0073608544345418305
6.600000000000001,0.007725883002326145
6.800000000000002,0.008092047678052187
7.000000000000001,0.008457813129883118
7.200000000000001,0.008824014125686746
7.400000000000001,0.009190650665463073
7.600000000000001,0.009556810121578595
7.800000000000002,0.009922529910616337
8,0.01028806451257515
8.200000000000001,0.010653413927455037
8.4,0.011018578155255985
8.6,0.011382807139589236
8.8,0.011746262413427938
9,0.01210917358145381
9.200000000000001,0.012471540643666849
9.4,0.012833363600067054
9.600000000000001,0.013193803742526551
9.8,0.013553041696155042
10,0.013911334203399675
