% Model,EXAMPLE003 - Obs Gen.mph
% Version,COMSOL 5.3.0.223
% Date,"Oct 16 2018, 16:24"
% Dimension,1
% Nodes,153
% Expressions,1
% Description,Point graph
% X,Height
0,-0.49968590994331485
0.20000000000000004,-0.23905985108974015
0.4000000000000001,-0.15465997750907512
0.6000000000000001,-0.09818498265257158
0.8000000000000002,-0.050747654060878666
1,-0.007691789818076167
1.2000000000000002,0.03287321818801203
1.4000000000000001,0.07166529976498914
1.6000000000000003,0.10900278231518179
1.8000000000000003,0.14502850475861528
2,0.18003435925684208
2.2,0.2144169716458144
2.4000000000000004,0.24790599212143327
2.6,0.28083740894002673
2.8000000000000003,0.3131138123206867
3,0.34474229373748777
3.2000000000000006,0.3758464005472195
3.400000000000001,0.406315816100955
3.6000000000000005,0.4361998800772593
3.8000000000000007,0.4653816572166569
4,0.4940379051892041
4.2,0.5221987558239327
4.4,0.5497109993206628
4.6000000000000005,0.5767659444468887
4.800000000000001,0.6034243011785456
5,0.6294024817787847
5.2,0.6548661049277094
5.4,0.6798635343050474
5.6000000000000005,0.7042994102819389
5.800000000000001,0.7281492763036024
6,0.7514745259746825
6.2,0.7742650246924665
6.400000000000001,0.7964757370475528
6.600000000000001,0.8181294569431508
6.800000000000002,0.8392239409484858
7.000000000000001,0.8597985239906514
7.200000000000001,0.8798136062995177
7.400000000000001,0.8992578899975623
7.600000000000001,0.9182713234658912
7.800000000000002,0.9368311737254498
8,0.9548794240068492
8.200000000000001,0.9724005477489417
8.4,0.989378796264706
8.6,1.0060594548833013
8.8,1.0223717877151373
9,1.0382206284444973
9.200000000000001,1.0535904864279466
9.4,1.0684657675594789
9.600000000000001,1.0831768942964892
9.8,1.0976381275109581
10,1.1117305495826901
0,-0.48325053473541324
0.20000000000000004,-0.9227724309046614
0.4000000000000001,-0.620252461342119
0.6000000000000001,-0.45029503224669476
0.8000000000000002,-0.33562410763210426
1,-0.24821142518405281
1.2000000000000002,-0.1758932534043911
1.4000000000000001,-0.11350978170243664
1.6000000000000003,-0.05807156969672711
1.8000000000000003,-0.007833284446312483
2,0.038707758798439684
2.2,0.08281416402033948
2.4000000000000004,0.1244172612540062
2.6,0.16435228742595065
2.8000000000000003,0.20266199389884498
3,0.23952117629266745
3.2000000000000006,0.2752323307928517
3.400000000000001,0.30972475102641894
3.6000000000000005,0.34314760523090904
3.8000000000000007,0.3753910503596636
4,0.4067614201659353
4.2,0.4373412398783749
4.4,0.46693450996970753
4.6000000000000005,0.49585396069029564
4.800000000000001,0.5242135306271489
5,0.5516187594201138
5.2,0.578334750864995
5.4,0.6044518098970997
5.6000000000000005,0.6298495772159018
5.800000000000001,0.6545111436420115
6,0.6785435214158309
6.2,0.7019467560924753
6.400000000000001,0.7246679920069887
6.600000000000001,0.746760855387052
6.800000000000002,0.768238236833918
7.000000000000001,0.7891427839381571
7.200000000000001,0.809450909967202
7.400000000000001,0.8291631489325546
7.600000000000001,0.8484265823558435
7.800000000000002,0.8672263946123415
8,0.885514476548499
8.200000000000001,0.9032843138796487
8.4,0.9205291644074354
8.6,0.9374846742618015
8.8,0.9540897942215132
9,0.9702620469522749
9.200000000000001,0.9859933109874763
9.4,1.0012753606980507
9.600000000000001,1.0164061509243538
9.8,1.031312255682204
10,1.04589210063466
0,-0.4631633639816668
0.20000000000000004,-5.1271736955778024
0.4000000000000001,-3.1083241801724837
0.6000000000000001,-2.3472004759322873
0.8000000000000002,-1.843264527988997
1,-1.506762996970723
1.2000000000000002,-1.2623393670527783
1.4000000000000001,-1.0713040759782189
1.6000000000000003,-0.9175218477461833
1.8000000000000003,-0.7900510783165338
2,-0.6811813902560804
2.2,-0.5839067404705967
2.4000000000000004,-0.49882536766532315
2.6,-0.42129907509080855
2.8000000000000003,-0.3509314824003962
3,-0.2867993386306278
3.2000000000000006,-0.22722007962205915
3.400000000000001,-0.17243950873224723
3.6000000000000005,-0.12156275965991004
3.8000000000000007,-0.074787618499772
4,-0.030678244090198703
4.2,0.011155329663115054
4.4,0.050129033364321174
4.6000000000000005,0.08745539554544379
4.800000000000001,0.12353665705622241
5,0.15727126941134095
5.2,0.1895789148289584
5.4,0.22078444611128845
5.6000000000000005,0.2506295308859485
5.800000000000001,0.27917112125908083
6,0.3067674978562973
6.2,0.3334616260317613
6.400000000000001,0.3591560601567956
6.600000000000001,0.38408676614754
6.800000000000002,0.4083423457337254
7.000000000000001,0.4318943146843779
7.200000000000001,0.4548579252692253
7.400000000000001,0.47729369759252904
7.600000000000001,0.4992520055888683
7.800000000000002,0.520769104854768
8,0.5418843406892471
8.200000000000001,0.5626348819325333
8.4,0.5830560158406328
8.6,0.6031903740044697
8.8,0.6230575114236636
9,0.6426792688261074
9.200000000000001,0.6620804660728563
9.4,0.6812850563706618
9.600000000000001,0.7002990721580726
9.8,0.7191395121668442
10,0.7378279887735317
